X-ray diffraction station at BSRF	Omega_2omega step mode	Wavelength(nm)=0.13807	2016/10/9 21:11:31
2Omega(degree)	Detector	InoChamber1	InoChamber2
51.80000	1056	74327	0
51.84000	1085	74318	0
51.88000	1054	74311	0
51.92000	1091	74319	0
51.96000	1073	74301	0
52.00000	1097	74288	0
52.04000	1109	74264	0
52.08000	1114	74264	0
52.12000	1125	74299	0
52.16000	1113	74349	0
52.20000	1099	74422	0
52.24000	1102	74463	0
52.28000	1115	74468	0
52.32000	1129	74485	0
52.36000	1152	74542	0
52.40000	1117	74591	0
52.44000	1127	74586	0
52.48000	1179	74574	0
52.52000	1216	74554	0
52.56000	1174	74557	0
52.60000	1125	74536	0
52.64000	1189	74520	0
52.68000	1156	74508	0
52.72000	1215	74511	0
52.76000	1208	74514	0
52.80000	1277	74516	0
52.84000	1333	74498	0
52.88000	1335	74492	0
52.92000	1362	74483	0
52.96000	1394	74489	0
53.00000	1523	74493	0
53.04000	1559	74458	0
53.08000	1651	74482	0
53.12000	1761	74477	0
53.16000	1927	74457	0
53.20000	2069	74442	0
53.24000	2193	74443	0
53.28000	2276	74445	0
53.32000	2370	74429	0
53.36000	2243	74427	0
53.40000	2053	74420	0
53.44000	1980	74420	0
53.48000	1799	74404	0
53.52000	1657	74375	0
53.56000	1485	74380	0
53.60000	1428	74384	0
53.64000	1383	74370	0
53.68000	1361	74348	0
53.72000	1311	74361	0
53.76000	1217	74358	0
53.80000	1213	74351	0
53.84000	1149	74349	0
53.88000	1156	74328	0
53.92000	1176	74319	0
53.96000	1186	74321	0
54.00000	1216	74296	0
54.04000	1109	74319	0
54.08000	1109	74311	0
54.12000	1063	74314	0
54.16000	1075	74303	0
54.20000	1057	74296	0
54.24000	1099	74291	0
54.28000	1066	74277	0
54.32000	1043	74280	0
54.36000	1089	74270	0
54.40000	1129	74255	0
54.44000	1088	74259	0
54.48000	1108	74250	0
54.52000	1051	74289	0
54.56000	985	74271	0
54.60000	1076	74249	0
54.64000	1086	74259	0
54.68000	1046	74259	0
54.72000	1035	74252	0
54.76000	1067	74262	0
54.80000	1017	74254	0
54.84000	1056	74253	0
54.88000	1118	74246	0
54.92000	1040	74239	0
54.96000	1076	74231	0
55.00000	1071	74236	0
55.04000	1029	74235	0
55.08000	1055	74223	0
55.12000	1063	74218	0
55.16000	1028	74211	0
55.20000	1070	74209	0
55.24000	1035	74186	0
55.28000	1080	74166	0
55.32000	1029	74169	0
55.36000	1030	74219	0
55.40000	1068	74260	0
55.44000	1090	74332	0
55.48000	1072	74384	0
55.52000	1076	74459	0
55.56000	1107	74526	0
55.60000	1037	74552	0
55.64000	1029	74531	0
55.68000	1046	74534	0
55.72000	1038	74522	0
55.76000	1039	74528	0
55.80000	1072	74532	0
55.84000	1083	74527	0
55.88000	973	74518	0
55.92000	1057	74514	0
55.96000	1011	74483	0
56.00000	1040	74485	0
56.04000	1017	74482	0
56.08000	1057	74490	0
56.12000	1053	74474	0
56.16000	1043	74483	0
56.20000	1023	74480	0
56.24000	1046	74477	0
56.28000	1080	74479	0
56.32000	1062	74472	0
56.36000	1043	74475	0
56.40000	1055	74466	0
56.44000	1089	74453	0
56.48000	1045	74443	0
56.52000	1029	74446	0
56.56000	1059	74439	0
56.60000	1003	74432	0
56.64000	1027	74420	0
56.68000	1063	74431	0
56.72000	1039	74425	0
56.76000	1101	74417	0
56.80000	1047	74408	0
56.84000	1050	74407	0
56.88000	1029	74397	0
56.92000	1027	74374	0
56.96000	1073	74350	0
57.00000	1030	74340	0
57.04000	1020	74320	0
57.08000	1069	74341	0
57.12000	978	74314	0
57.16000	1092	74322	0
57.20000	1043	74334	0
57.24000	1063	74322	0
57.28000	1026	74312	0
57.32000	1073	74317	0
57.36000	1070	74313	0
57.40000	1177	74315	0
57.44000	1148	74310	0
57.48000	1131	74303	0
57.52000	1224	74304	0
57.56000	1296	74302	0
57.60000	1495	74299	0
57.64000	1698	74298	0
57.68000	1815	74306	0
57.72000	1715	74304	0
57.76000	1557	74294	0
57.80000	1354	74275	0
57.84000	1283	74298	0
57.88000	1248	74271	0
57.92000	1126	74252	0
57.96000	1202	74247	0
58.00000	1163	74240	0
58.04000	1143	74230	0
58.08000	1147	74220	0
58.12000	1202	74231	0
58.16000	1127	74212	0
58.20000	1144	74209	0
58.24000	1169	74225	0
58.28000	1192	74213	0
58.32000	1158	74199	0
58.36000	1142	74191	0
58.40000	1095	74190	0
58.44000	1171	74195	0
58.48000	1173	74191	0
58.52000	1166	74193	0
58.56000	1209	74183	0
58.60000	1168	74176	0
58.64000	1237	74167	0
58.68000	1174	74194	0
58.72000	1140	74252	0
58.76000	1182	74324	0
58.80000	1168	74401	0
58.84000	1252	74446	0
58.88000	1242	74508	0
58.92000	1270	74549	0
58.96000	1206	74544	0
59.00000	1295	74533	0
59.04000	1240	74540	0
59.08000	1273	74542	0
59.12000	1263	74548	0
59.16000	1192	74542	0
59.20000	1164	74531	0
59.24000	1170	74520	0
59.28000	1114	74525	0
59.32000	1177	74527	0
59.36000	1136	74507	0
59.40000	1151	74507	0
59.44000	1142	74502	0
59.48000	1114	74503	0
59.52000	1192	74514	0
59.56000	1196	74504	0
59.60000	1081	74506	0
59.64000	1173	74561	0
59.68000	1166	74545	0
59.72000	1120	74552	0
59.76000	1189	74533	0
59.80000	1148	74528	0
59.84000	1118	74538	0
59.88000	1162	74533	0
59.92000	1154	74513	0
59.96000	1066	74523	0
60.00000	1123	74505	0
60.04000	1103	74500	0
60.08000	1209	74507	0
60.12000	1144	74490	0
60.16000	1207	74504	0
60.20000	1156	74490	0
60.24000	1235	74475	0
60.28000	1241	74466	0
60.32000	1358	74466	0
60.36000	1263	74462	0
60.40000	1212	74460	0
60.44000	1277	74443	0
60.48000	1268	74442	0
60.52000	1189	74435	0
60.56000	1285	74428	0
60.60000	1272	74420	0
60.64000	1251	74424	0
60.68000	1234	74406	0
60.72000	1234	74403	0
60.76000	1305	74397	0
60.80000	1349	74386	0
60.84000	1362	74366	0
60.88000	1344	74364	0
60.92000	1410	74348	0
60.96000	1383	74354	0
61.00000	1453	74347	0
61.04000	1542	74331	0
61.08000	1494	74320	0
61.12000	1492	74317	0
61.16000	1569	74319	0
61.20000	1461	74305	0
61.24000	1569	74301	0
61.28000	1573	74289	0
61.32000	1620	74293	0
61.36000	1674	74291	0
61.40000	1713	74277	0
61.44000	1675	74286	0
61.48000	1615	74262	0
61.52000	1551	74251	0
61.56000	1453	74246	0
61.60000	1482	74255	0
61.64000	1426	74244	0
61.68000	1324	74226	0
61.72000	1349	74216	0
61.76000	1313	74218	0
61.80000	1231	74200	0
61.84000	1194	74207	0
61.88000	1175	74196	0
61.92000	1146	74269	0
61.96000	1141	74279	0
62.00000	1102	74308	0
62.04000	1124	74323	0
62.08000	1138	74370	0
62.12000	1191	74428	0
62.16000	1074	74494	0
62.20000	1085	74546	0
62.24000	1071	74541	0
62.28000	1054	74548	0
62.32000	1063	74527	0
62.36000	1083	74524	0
62.40000	1045	74508	0
62.44000	1036	74508	0
62.48000	1059	74501	0
62.52000	1065	74521	0
62.56000	1060	74514	0
62.60000	1096	74503	0
62.64000	1062	74495	0
62.68000	1059	74492	0
62.72000	1008	74489	0
62.76000	1095	74495	0
62.80000	1025	74473	0
62.84000	1021	74460	0
62.88000	1093	74460	0
62.92000	1119	74460	0
62.96000	1119	74472	0
63.00000	1129	74460	0
63.04000	1070	74456	0
63.08000	1030	74443	0
63.12000	1121	74435	0
63.16000	1076	74427	0
63.20000	1034	74424	0
63.24000	1080	74429	0
63.28000	1078	74421	0
63.32000	1097	74425	0
63.36000	1087	74423	0
63.40000	1059	74420	0
63.44000	1056	74418	0
63.48000	1066	74416	0
63.52000	1026	74400	0
63.56000	1077	74383	0
63.60000	1062	74370	0
63.64000	1052	74378	0
63.68000	1055	74373	0
63.72000	1132	74368	0
63.76000	1102	74355	0
63.80000	1113	74355	0
63.84000	1131	74360	0
63.88000	1169	74360	0
63.92000	1211	74360	0
63.96000	1164	74358	0
64.00000	1286	74345	0
64.04000	1291	74336	0
64.08000	1381	74331	0
64.12000	1418	74321	0
64.16000	1400	74299	0
64.20000	1420	74321	0
64.24000	1363	74299	0
64.28000	1312	74294	0
64.32000	1268	74287	0
64.36000	1253	74279	0
64.40000	1174	74263	0
64.44000	1156	74260	0
64.48000	1193	74257	0
64.52000	1169	74257	0
64.56000	1157	74253	0
64.60000	1146	74247	0
64.64000	1195	74259	0
64.68000	1197	74248	0
64.72000	1175	74248	0
64.76000	1144	74251	0
64.80000	1145	74263	0
64.84000	1077	74260	0
64.88000	1157	74245	0
64.92000	1168	74245	0
64.96000	1111	74241	0
65.00000	1079	74229	0
65.04000	1122	74227	0
65.08000	1050	74217	0
65.12000	1087	74208	0
65.16000	1062	74270	0
65.20000	1142	74356	0
65.24000	1082	74451	0
65.28000	1070	74517	0
65.32000	1085	74573	0
65.36000	1034	74566	0
65.40000	1049	74560	0
65.44000	1119	74547	0
65.48000	1040	74534	0
65.52000	1013	74532	0
65.56000	1104	74527	0
65.60000	1057	74522	0
65.64000	1017	74530	0
65.68000	1003	74509	0
65.72000	1084	74511	0
65.76000	1071	74529	0
65.80000	1009	74519	0
65.84000	1106	74509	0
65.88000	1029	74512	0
65.92000	1040	74491	0
65.96000	1082	74495	0
66.00000	1069	74493	0
66.04000	1040	74490	0
66.08000	1032	74494	0
66.12000	1052	74494	0
66.16000	1048	74481	0
66.20000	1050	74475	0
66.24000	1050	74456	0
66.28000	1032	74460	0
66.32000	1080	74449	0
66.36000	1018	74453	0
66.40000	1010	74451	0
66.44000	1097	74451	0
66.48000	1046	74442	0
66.52000	1053	74453	0
66.56000	1078	74448	0
66.60000	1108	74433	0
66.64000	1012	74425	0
66.68000	1072	74414	0
66.72000	1062	74420	0
66.76000	1035	74429	0
66.80000	1038	74415	0
66.84000	1061	74407	0
66.88000	1039	74402	0
66.92000	1040	74393	0
66.96000	1018	74391	0
67.00000	1076	74379	0
67.04000	1067	74366	0
67.08000	995	74364	0
67.12000	1022	74354	0
67.16000	1043	74347	0
67.20000	1016	74344	0
67.24000	1008	74342	0
67.28000	1079	74339	0
67.32000	1024	74316	0
67.36000	1049	74329	0
67.40000	1066	74315	0
67.44000	1031	74315	0
67.48000	1096	74318	0
67.52000	999	74293	0
67.56000	1046	74301	0
67.60000	1102	74300	0
67.64000	1055	74300	0
67.68000	1091	74295	0
67.72000	1089	74294	0
67.76000	1155	74286	0
67.80000	1203	74288	0
67.84000	1208	74286	0
67.88000	1178	74288	0
67.92000	1162	74290	0
67.96000	1183	74275	0
68.00000	1136	74258	0
68.04000	1111	74267	0
68.08000	1142	74275	0
68.12000	1123	74267	0
68.16000	1071	74263	0
68.20000	1066	74262	0
68.24000	1062	74274	0
68.28000	1070	74270	0
68.32000	1076	74267	0
68.36000	1085	74347	0
68.40000	1069	74487	0
68.44000	1053	74591	0
68.48000	1074	74641	0
68.52000	1112	74632	0
68.56000	1065	74631	0
68.60000	1116	74626	0
68.64000	1095	74611	0
68.68000	1146	74606	0
68.72000	1157	74601	0
68.76000	1139	74586	0
68.80000	1127	74579	0
68.84000	1166	74574	0
68.88000	1167	74569	0
68.92000	1210	74559	0
68.96000	1147	74562	0
69.00000	1180	74540	0
69.04000	1257	74548	0
69.08000	1250	74553	0
69.12000	1250	74548	0
69.16000	1225	74529	0
69.20000	1160	74522	0
69.24000	1092	74501	0
69.28000	1107	74501	0
69.32000	1088	74500	0
69.36000	1099	74507	0
69.40000	1039	74483	0
69.44000	1082	74481	0
69.48000	1049	74482	0
69.52000	1086	74476	0
69.56000	1085	74470	0
69.60000	1064	74464	0
69.64000	1068	74472	0
69.68000	1102	74460	0
69.72000	1047	74459	0
69.76000	1007	74419	0
69.80000	1086	74418	0
69.84000	1119	74397	0
69.88000	1065	74401	0
69.92000	1063	74385	0
69.96000	1027	74383	0
70.00000	1021	74364	0
70.04000	1022	74360	0
70.08000	1074	74367	0
70.12000	1056	74364	0
70.16000	1039	74350	0
70.20000	1087	74339	0
70.24000	1083	74328	0
70.28000	1098	74321	0
70.32000	1100	74318	0
70.36000	1087	74305	0
70.40000	1096	74297	0
70.44000	1030	74295	0
70.48000	1041	74283	0
70.52000	1076	74278	0
70.56000	1041	74286	0
70.60000	1062	74266	0
70.64000	1144	74258	0
70.68000	1026	74273	0
70.72000	1016	74264	0
70.76000	1055	74260	0
70.80000	995	74271	0
70.84000	1079	74253	0
70.88000	1074	74246	0
70.92000	1057	74248	0
70.96000	1063	74227	0
71.00000	1010	74217	0
71.04000	1038	74230	0
71.08000	1052	74219	0
71.12000	1075	74214	0
71.16000	1017	74216	0
71.20000	1006	74212	0
71.24000	1012	74192	0
71.28000	1021	74197	0
71.32000	1054	74167	0
71.36000	1044	74164	0
71.40000	1045	74180	0
71.44000	990	74180	0
71.48000	969	74173	0
71.52000	1031	74166	0
71.56000	999	74173	0
71.60000	995	74162	0
71.64000	985	74136	0
71.68000	1070	74230	0
71.72000	1041	74426	0
71.76000	992	74593	0
71.80000	988	74607	0
71.84000	1064	74602	0
71.88000	1011	74598	0
71.92000	1028	74601	0
71.96000	1035	74590	0
72.00000	977	74593	0
72.04000	1048	74592	0
72.08000	1004	74580	0
72.12000	1079	74582	0
72.16000	1031	74564	0
72.20000	1066	74572	0
72.24000	1018	74570	0
72.28000	1019	74566	0
72.32000	998	74578	0
72.36000	1017	74557	0
72.40000	963	74538	0
72.44000	1004	74510	0
72.48000	1053	74512	0
72.52000	1055	74529	0
72.56000	1074	74517	0
72.60000	1062	74504	0
72.64000	1051	74514	0
72.68000	1095	74500	0
72.72000	1047	74497	0
72.76000	1009	74474	0
72.80000	1089	74479	0
72.84000	1098	74465	0
72.88000	1031	74461	0
72.92000	1086	74451	0
72.96000	1102	74457	0
73.00000	1059	74457	0
73.04000	1078	74444	0
73.08000	1032	74443	0
73.12000	1066	74435	0
73.16000	1138	74435	0
73.20000	1098	74417	0
73.24000	1152	74417	0
73.28000	1143	74417	0
73.32000	1152	74413	0
73.36000	1106	74423	0
73.40000	1111	74425	0
73.44000	1112	74413	0
73.48000	1136	74412	0
73.52000	1081	74404	0
73.56000	1100	74408	0
73.60000	1089	74397	0
73.64000	1079	74397	0
73.68000	1146	74373	0
73.72000	1145	74380	0
73.76000	1099	74379	0
73.80000	1144	74365	0
73.84000	1113	74352	0
73.88000	1103	74374	0
73.92000	1027	74372	0
73.96000	1056	74358	0
74.00000	1122	74355	0
74.04000	1087	74351	0
74.08000	1073	74336	0
74.12000	1104	74323	0
74.16000	1138	74334	0
74.20000	1071	74323	0
74.24000	1089	74317	0
74.28000	987	74297	0
74.32000	1101	74305	0
74.36000	1034	74287	0
74.40000	1063	74293	0
74.44000	1140	74287	0
74.48000	1055	74274	0
74.52000	1042	74276	0
74.56000	1052	74268	0
74.60000	1087	74269	0
74.64000	1064	74267	0
74.68000	1086	74230	0
74.72000	1046	74243	0
74.76000	1043	74223	0
74.80000	1045	74206	0
74.84000	1033	74208	0
74.88000	1001	74198	0
74.92000	1002	74194	0
74.96000	1084	74190	0
75.00000	1012	74192	0
75.04000	1014	74191	0
75.08000	1028	74177	0
75.12000	1056	74161	0
75.16000	1051	74167	0
75.20000	1047	74156	0
75.24000	1110	74154	0
75.28000	1070	74149	0
75.32000	1062	74141	0
75.36000	1044	74132	0
75.40000	1123	74119	0
75.44000	1091	74108	0
75.48000	1106	74098	0
75.52000	1042	74075	0
75.56000	1078	74087	0
75.60000	1036	74092	0
75.64000	1092	74085	0
75.68000	1029	74062	0
75.72000	1104	74053	0
75.76000	1138	74131	0
75.80000	1090	74294	0
75.84000	1136	74472	0
75.88000	1084	74600	0
75.92000	1094	74613	0
75.96000	1126	74613	0
76.00000	1068	74600	0
76.04000	1098	74603	0
76.08000	1120	74582	0
76.12000	1094	74584	0
76.16000	1079	74577	0
76.20000	1125	74576	0
76.24000	1065	74568	0
76.28000	1072	74554	0
76.32000	1040	74567	0
76.36000	1092	74553	0
76.40000	1037	74555	0
76.44000	1008	74541	0
76.48000	1118	74542	0
76.52000	1065	74538	0
76.56000	1100	74536	0
76.60000	1077	74505	0
76.64000	1073	74504	0
76.68000	1077	74491	0
76.72000	1058	74482	0
76.76000	1068	74474	0
76.80000	1067	74477	0
76.84000	1029	74471	0
76.88000	1069	74458	0
76.92000	1045	74452	0
76.96000	1070	74453	0
77.00000	1042	74428	0
77.04000	1064	74451	0
77.08000	1050	74442	0
77.12000	1038	74449	0
77.16000	1078	74443	0
77.20000	1043	74431	0
77.24000	1041	74429	0
77.28000	1066	74413	0
77.32000	1050	74396	0
77.36000	1031	74390	0
77.40000	1093	74385	0
77.44000	1057	74384	0
77.48000	1094	74376	0
77.52000	1075	74354	0
77.56000	1081	74350	0
77.60000	1054	74384	0
77.64000	1100	74364	0
77.68000	1060	74357	0
77.72000	1047	74348	0
77.76000	1004	74342	0
77.80000	1087	74332	0
77.84000	1101	74333	0
77.88000	1077	74330	0
77.92000	1072	74307	0
77.96000	1037	74294	0
78.00000	997	74289	0
78.04000	1092	74298	0
78.08000	1038	74280	0
78.12000	1059	74275	0
78.16000	1027	74269	0
78.20000	1097	74245	0
78.24000	1045	74266	0
78.28000	1052	74249	0
78.32000	1103	74240	0
78.36000	1031	74238	0
78.40000	1074	74220	0
78.44000	1012	74214	0
78.48000	1100	74214	0
78.52000	1041	74206	0
78.56000	1085	74198	0
78.60000	1076	74207	0
78.64000	1051	74205	0
78.68000	1093	74196	0
78.72000	1130	74180	0
78.76000	1142	74181	0
78.80000	1129	74162	0
78.84000	1115	74152	0
78.88000	1158	74161	0
78.92000	1088	74146	0
78.96000	1118	74131	0
79.00000	1155	74122	0
79.04000	1131	74129	0
79.08000	1084	74115	0
79.12000	1114	74112	0
79.16000	1088	74111	0
79.20000	1139	74102	0
79.24000	1132	74097	0
79.28000	1144	74083	0
79.32000	1168	74086	0
79.36000	1131	74078	0
79.40000	1172	74069	0
79.44000	1180	74063	0
79.48000	1193	74069	0
79.52000	1240	74073	0
79.56000	1173	74059	0
79.60000	1197	74066	0
79.64000	1188	74053	0
79.68000	1217	74040	0
79.72000	1244	74055	0
79.76000	1236	74057	0
79.80000	1220	74044	0
79.84000	1201	74048	0
79.88000	1257	74042	0
79.92000	1210	74032	0
79.96000	1162	74026	0
80.00000	1174	74014	0
80.04000	1092	74008	0
80.08000	1174	73997	0
80.12000	1096	74047	0
80.16000	999	74059	0
80.20000	1075	74052	0
80.24000	1131	74036	0
80.28000	1079	74048	0
80.32000	1034	74031	0
80.36000	1069	74031	0
80.40000	1051	74025	0
80.44000	1060	74147	0
80.48000	1058	74292	0
80.52000	1061	74390	0
80.56000	1079	74418	0
80.60000	1024	74408	0
80.64000	1030	74424	0
80.68000	1029	74413	0
80.72000	1056	74419	0
80.76000	1082	74422	0
80.80000	1038	74405	0
80.84000	1075	74389	0
80.88000	1040	74389	0
80.92000	1058	74389	0
80.96000	985	74379	0
81.00000	1001	74386	0
81.04000	1099	74381	0
81.08000	1099	74388	0
81.12000	1056	74373	0
81.16000	1064	74359	0
81.20000	1044	74351	0
81.24000	1061	74331	0
81.28000	1005	74351	0
81.32000	1077	74313	0
81.36000	1056	74318	0
81.40000	1023	74319	0
81.44000	1013	74310	0
81.48000	1035	74305	0
81.52000	1068	74302	0
81.56000	1061	74295	0
81.60000	988	74294	0
81.64000	1033	74288	0
81.68000	992	74284	0
81.72000	1112	74294	0
81.76000	1038	74288	0
81.80000	1091	74280	0
81.84000	1038	74279	0
81.88000	1049	74283	0
81.92000	1107	74286	0
81.96000	1095	74270	0
82.00000	1063	74287	0
82.04000	1018	74287	0
82.08000	1024	74265	0
82.12000	1113	74253	0
82.16000	1008	74275	0
82.20000	1029	74266	0
82.24000	1029	74263	0
82.28000	986	74275	0
82.32000	1076	74258	0
82.36000	1032	74257	0
82.40000	1057	74256	0
82.44000	1031	74247	0
82.48000	1075	74245	0
82.52000	995	74245	0
82.56000	1081	74244	0
82.60000	964	74234	0
82.64000	1030	74228	0
82.68000	1061	74197	0
82.72000	1057	74195	0
82.76000	1051	74182	0
82.80000	1041	74185	0
82.84000	992	74172	0
82.88000	1097	74181	0
82.92000	1062	74174	0
82.96000	963	74162	0
83.00000	1030	74164	0
83.04000	1059	74171	0
83.08000	986	74165	0
83.12000	1044	74168	0
83.16000	1025	74157	0
83.20000	1031	74157	0
83.24000	1027	74164	0
83.28000	1061	74156	0
83.32000	1037	74151	0
83.36000	1053	74135	0
83.40000	1012	74143	0
83.44000	1059	74148	0
83.48000	1040	74145	0
83.52000	1087	74126	0
83.56000	1078	74126	0
83.60000	1020	74132	0
83.64000	1038	74115	0
83.68000	1077	74134	0
83.72000	1060	74138	0
83.76000	1028	74181	0
83.80000	1057	74282	0
83.84000	1086	74349	0
83.88000	1030	74435	0
83.92000	995	74470	0
83.96000	1018	74465	0
84.00000	1008	74465	0
84.04000	1042	74464	0
84.08000	1037	74454	0
84.12000	1063	74439	0
84.16000	1062	74432	0
84.20000	1016	74440	0
84.24000	1046	74433	0
84.28000	1033	74441	0
84.32000	1095	74423	0
84.36000	1060	74425	0
84.40000	1078	74425	0
84.44000	1009	74414	0
84.48000	985	74406	0
84.52000	1026	74414	0
84.56000	989	74394	0
84.60000	1024	74399	0
84.64000	1018	74397	0
84.68000	1069	74404	0
84.72000	970	74377	0
84.76000	1000	74384	0
84.80000	993	74388	0
84.84000	1024	74375	0
84.88000	1016	74375	0
84.92000	1071	74357	0
84.96000	1054	74358	0
85.00000	1088	74350	0
85.04000	933	74375	0
85.08000	1023	74362	0
85.12000	1047	74344	0
85.16000	1052	74345	0
85.20000	996	74339	0
85.24000	976	74293	0
85.28000	973	74274	0
85.32000	1074	74276	0
85.36000	1044	74272	0
85.40000	1026	74267	0
85.44000	1005	74273	0
85.48000	973	74266	0
85.52000	1075	74238	0
85.56000	1001	74243	0
85.60000	1031	74238	0
85.64000	1003	74227	0
85.68000	1066	74222	0
85.72000	1019	74206	0
85.76000	1050	74211	0
85.80000	1021	74203	0
85.84000	996	74194	0
85.88000	1016	74193	0
85.92000	1037	74170	0
85.96000	991	74177	0
86.00000	1003	74163	0
86.04000	1044	74156	0
86.08000	973	74152	0
86.12000	970	74134	0
86.16000	1054	74153	0
86.20000	1086	74119	0
86.24000	1034	74106	0
86.28000	1061	74094	0
86.32000	1018	74086	0
86.36000	1039	74084	0
86.40000	1074	74082	0
86.44000	1028	74073	0
86.48000	1064	74082	0
86.52000	1030	74074	0
86.56000	1054	74058	0
86.60000	1068	74051	0
86.64000	998	74039	0
86.68000	1045	74043	0
86.72000	1072	74029	0
86.76000	1061	74018	0
86.80000	1038	74008	0
86.84000	1053	74008	0
86.88000	1005	73984	0
86.92000	1031	73978	0
86.96000	1071	73966	0
87.00000	1017	74012	0
87.04000	1063	74057	0
87.08000	1045	74126	0
87.12000	1037	74192	0
87.16000	1079	74253	0
87.20000	1092	74315	0
87.24000	1114	74321	0
87.28000	1094	74299	0
87.32000	1124	74312	0
87.36000	1074	74292	0
87.40000	1112	74288	0
87.44000	1083	74289	0
87.48000	1065	74262	0
87.52000	1042	74260	0
87.56000	1104	74253	0
87.60000	1146	74238	0
87.64000	1111	74230	0
87.68000	1156	74221	0
87.72000	1119	74222	0
87.76000	1032	74218	0
87.80000	1100	74213	0
87.84000	1109	74197	0
87.88000	1053	74190	0
87.92000	1064	74178	0
87.96000	1093	74163	0
88.00000	1102	74171	0
88.04000	1051	74175	0
88.08000	1087	74167	0
88.12000	991	74172	0
88.16000	1069	74164	0
88.20000	1066	74144	0
88.24000	1039	74142	0
88.28000	1038	74144	0
88.32000	1083	74125	0
88.36000	990	74120	0
88.40000	1050	74131	0
88.44000	1033	74098	0
88.48000	1016	74087	0
88.52000	1176	74087	0
88.56000	1104	74093	0
88.60000	1098	74087	0
88.64000	1106	74052	0
88.68000	1091	74055	0
88.72000	1121	74050	0
88.76000	1112	74034	0
88.80000	1176	74041	0
88.84000	1118	74043	0
88.88000	1089	74034	0
88.92000	1103	74031	0
88.96000	1103	74031	0
89.00000	1160	74030	0
89.04000	1078	74034	0
89.08000	1071	74028	0
89.12000	1101	74028	0
89.16000	1013	74019	0
89.20000	1111	74006	0
89.24000	1094	74011	0
89.28000	1096	74005	0
89.32000	1057	73997	0
89.36000	1062	73995	0
89.40000	1149	73990	0
89.44000	1065	73981	0
89.48000	1109	73981	0
89.52000	1086	73979	0
89.56000	1057	73970	0
89.60000	1089	73959	0
89.64000	1130	73959	0
89.68000	1130	73954	0
89.72000	1088	73945	0
89.76000	1099	73941	0
89.80000	1126	73931	0
89.84000	1114	73916	0
89.88000	1128	73924	0
89.92000	1086	73921	0
89.96000	1115	73915	0
90.00000	1096	73912	0
90.04000	1069	73897	0
90.08000	1074	73885	0
90.12000	1101	73888	0
90.16000	1069	73892	0
90.20000	1064	73886	0
90.24000	1039	73988	0
90.28000	1054	74084	0
90.32000	1030	74173	0
90.36000	1118	74296	0
90.40000	1015	74328	0
90.44000	1089	74338	0
90.48000	1054	74331	0
90.52000	1006	74323	0
90.56000	1110	74297	0
90.60000	1059	74318	0
90.64000	1049	74307	0
90.68000	1097	74308	0
90.72000	1060	74294	0
90.76000	1027	74284	0
90.80000	1021	74287	0
90.84000	1016	74293	0
90.88000	1007	74273	0
90.92000	1034	74264	0
90.96000	1109	74278	0
91.00000	1040	74267	0
91.04000	1039	74261	0
91.08000	1046	74256	0
91.12000	1067	74252	0
91.16000	1039	74242	0
91.20000	1012	74251	0
91.24000	1040	74253	0
91.28000	1028	74257	0
91.32000	1008	74251	0
91.36000	1031	74260	0
91.40000	1077	74254	0
91.44000	1034	74249	0
91.48000	1030	74250	0
91.52000	1081	74239	0
91.56000	1080	74226	0
91.60000	1017	74230	0
91.64000	1056	74228	0
91.68000	1068	74222	0
91.72000	1055	74210	0
91.76000	1062	74217	0
91.80000	1104	74220	0
91.84000	1081	74208	0
91.88000	1121	74208	0
91.92000	1094	74221	0
91.96000	1096	74225	0
92.00000	1072	74200	0
92.04000	1161	74199	0
92.08000	1103	74203	0
92.12000	1103	74191	0
92.16000	1088	74198	0
92.20000	1111	74190	0
92.24000	1117	74177	0
92.28000	1073	74184	0
92.32000	1079	74168	0
92.36000	1054	74161	0
92.40000	1139	74160	0
92.44000	1071	74145	0
92.48000	1131	74145	0
92.52000	1061	74141	0
92.56000	1009	74141	0
92.60000	1160	74145	0
92.64000	1087	74153	0
92.68000	1071	74125	0
92.72000	1031	74141	0
92.76000	1061	74105	0
92.80000	1106	74110	0
92.84000	1103	74112	0
92.88000	1063	74111	0
92.92000	1087	74067	0
92.96000	1029	74047	0
93.00000	924	74058	0
93.04000	1053	74044	0
93.08000	998	74046	0
93.12000	1035	74039	0
93.16000	1024	74041	0
93.20000	1046	74036	0
93.24000	1032	74052	0
93.28000	1005	74033	0
93.32000	1082	74112	0
93.36000	1062	74243	0
93.40000	998	74343	0
93.44000	1020	74419	0
93.48000	1071	74427	0
93.52000	974	74438	0
93.56000	1076	74435	0
93.60000	1080	74430	0
93.64000	1058	74444	0
93.68000	1031	74431	0
93.72000	973	74436	0
93.76000	1044	74423	0
93.80000	1037	74397	0
93.84000	1052	74405	0
93.88000	1035	74404	0
93.92000	993	74411	0
93.96000	1039	74385	0
94.00000	985	74397	0
94.04000	1008	74361	0
94.08000	1071	74367	0
94.12000	1021	74370	0
94.16000	1091	74386	0
94.20000	1036	74364	0
94.24000	1020	74343	0
94.28000	1058	74356	0
94.32000	1074	74329	0
94.36000	1036	74316	0
94.40000	1020	74299	0
94.44000	991	74320	0
94.48000	1030	74303	0
94.52000	1046	74294	0
94.56000	995	74275	0
94.60000	1050	74280	0
94.64000	1008	74280	0
94.68000	1029	74283	0
94.72000	1021	74269	0
