      10.00000	     283.97565923
      10.04000	     283.38876720
      10.08000	     286.89189189
      10.12000	     276.24682553
      10.16000	     258.96172281
      10.20000	     271.41199017
      10.24000	     281.85546980
      10.28000	     275.47800760
      10.32000	     270.72143021
      10.36000	     276.40525076
      10.40000	     278.43601896
      10.44000	     272.51184834
      10.48000	     281.40189307
      10.52000	     279.33336923
      10.56000	     276.29665536
      10.60000	     274.10169765
      10.64000	     288.13011633
      10.68000	     280.14108018
      10.72000	     280.91853766
      10.76000	     284.73344103
      10.80000	     265.65950342
      10.84000	     278.67153108
      10.88000	     281.73753853
      10.92000	     282.51477179
      10.96000	     290.67262642
      11.00000	     290.07160933
      11.04000	     294.77878131
      11.08000	     295.78469782
      11.12000	     311.50718863
      11.16000	     313.04277578
      11.20000	     332.46704281
      11.24000	     343.18411309
      11.28000	     396.84996971
      11.32000	     465.69551403
      11.36000	     539.04146473
      11.40000	     632.37274441
      11.44000	     584.60005655
      11.48000	     520.32695493
      11.52000	     431.16918103
      11.56000	     366.27421397
      11.60000	     333.26597966
      11.64000	     320.07759457
      11.68000	     302.35252904
      11.72000	     281.57249481
      11.76000	     287.00010779
      11.80000	     280.80198340
      11.84000	     281.43397955
      11.88000	     265.58689178
      11.92000	     275.26644121
      11.96000	     272.96856685
      12.00000	     272.60844372
      12.04000	     270.04446840
      12.08000	     268.82082654
      12.12000	     277.93495541
      12.16000	     255.84027160
      12.20000	     281.72619609
      12.24000	     269.24320828
      12.28000	     266.01980999
      12.32000	     269.25046492
      12.36000	     269.89880479
      12.40000	     258.74267233
      12.44000	     261.85278025
      12.48000	     263.88851452
      12.52000	     258.35579515
      12.56000	     258.05843036
      12.60000	     256.52431791
      12.64000	     260.32679034
      12.68000	     255.06214781
      12.72000	     269.64353125
      12.76000	     267.34795680
      12.80000	     249.10024667
      12.84000	     251.95130829
      12.88000	     259.25176946
      12.92000	     248.83065766
      12.96000	     257.06351774
      13.00000	     252.38294258
      13.04000	     255.63240707
      13.08000	     265.56665453
      13.12000	     256.55198447
      13.16000	     253.46833668
      13.20000	     254.87498989
      13.24000	     259.01705656
      13.28000	     265.17296233
      13.32000	     263.17916117
      13.36000	     260.11249563
      13.40000	     251.24344670
      13.44000	     256.01762304
      13.48000	     260.99325041
      13.52000	     261.41685790
      13.56000	     253.51621215
      13.60000	     255.42595600
      13.64000	     257.99350318
      13.68000	     258.80584192
      13.72000	     256.81644270
      13.76000	     257.44966443
      13.80000	     243.98431625
      13.84000	     246.80416801
      13.88000	     258.39376847
      13.92000	     263.92489221
      13.96000	     252.38076050
      14.00000	     255.85580746
      14.04000	     247.71960934
      14.08000	     255.83862693
      14.12000	     256.23119897
      14.16000	     256.24832034
      14.20000	     254.78391744
      14.24000	     254.64611581
      14.28000	     246.09222746
      14.32000	     251.32719575
      14.36000	     254.05274619
      14.40000	     249.97310671
      14.44000	     244.50930023
      14.48000	     245.65696768
      14.52000	     230.33481242
      14.56000	     245.25029244
      14.60000	     240.53458105
      14.64000	     238.03440068
      14.68000	     249.36448372
      14.72000	     239.70299427
      14.76000	     244.10910265
      14.80000	     237.93831627
      14.84000	     244.55205811
      14.88000	     233.11497020
      14.92000	     231.54127650
      14.96000	     232.87099942
      15.00000	     240.85361751
      15.04000	     246.08139926
      15.08000	     235.03928533
      15.12000	     221.61522108
      15.16000	     231.32821962
      15.20000	     226.70397976
      15.24000	     234.42651630
      15.28000	     225.30282638
      15.32000	     236.47693778
      15.36000	     236.63382329
      15.40000	     225.22886376
      15.44000	     238.56644722
      15.48000	     233.18747896
      15.52000	     236.06884107
      15.56000	     232.60825645
      15.60000	     248.89224097
      15.64000	     242.40709300
      15.68000	     231.90007142
      15.72000	     245.31199483
      15.76000	     250.62318938
      15.80000	     255.22854679
      15.84000	     266.00547103
      15.88000	     270.64912659
      15.92000	     280.93068399
      15.96000	     304.29682760
      16.00000	     331.20795870
      16.04000	     366.87108296
      16.08000	     390.68501274
      16.12000	     421.42289187
      16.16000	     426.29755920
      16.20000	     430.68586218
      16.24000	     395.08269643
      16.28000	     367.40417155
      16.32000	     323.02424030
      16.36000	     292.55139872
      16.40000	     287.02779950
      16.44000	     267.09632186
      16.48000	     252.84194344
      16.52000	     250.70126227
      16.56000	     247.05676102
      16.60000	     220.65468082
      16.64000	     227.01215318
      16.68000	     225.91173932
      16.72000	     237.69375008
      16.76000	     219.91068658
      16.80000	     227.37080591
      16.84000	     224.80087333
      16.88000	     222.28509073
      16.92000	     217.66051959
      16.96000	     215.68996584
      17.00000	     209.16120717
      17.04000	     215.77810282
      17.08000	     214.97584541
      17.12000	     211.90933126
      17.16000	     216.74361177
      17.20000	     208.59060403
      17.24000	     210.46414861
      17.28000	     213.30290624
      17.32000	     216.82217896
      17.36000	     212.50318822
      17.40000	     206.03197187
      17.44000	     210.62381700
      17.48000	     204.06519346
      17.52000	     211.05770522
      17.56000	     207.57250269
      17.60000	     207.28170981
      17.64000	     208.25500832
      17.68000	     208.55435439
      17.72000	     202.65642417
      17.76000	     208.99090702
      17.80000	     212.00606882
      17.84000	     210.28319749
      17.88000	     204.94775578
      17.92000	     208.31094875
      17.96000	     213.04604804
      18.00000	     202.27526090
      18.04000	     205.78398055
      18.08000	     203.53328407
      18.12000	     211.21083463
      18.16000	     205.34322421
      18.20000	     200.61002647
      18.24000	     201.33055574
      18.28000	     210.47255524
      18.32000	     203.62082174
      18.36000	     203.08047954
      18.40000	     201.88714750
      18.44000	     198.28733515
      18.48000	     213.45807458
      18.52000	     198.03976929
      18.56000	     195.34295932
      18.60000	     195.98618150
      18.64000	     201.06986371
      18.68000	     196.61335842
      18.72000	     199.44628121
      18.76000	     194.90557161
      18.80000	     201.21238189
      18.84000	     206.06223537
      18.88000	     205.82660016
      18.92000	     195.57240211
      18.96000	     205.00067213
      19.00000	     190.87560825
      19.04000	     207.68641368
      19.08000	     199.46772763
      19.12000	     197.74694843
      19.16000	     199.76608816
      19.20000	     193.72966578
      19.24000	     194.15126050
      19.28000	     186.12157074
      19.32000	     191.51626005
      19.36000	     194.29877639
      19.40000	     196.61372531
      19.44000	     202.46999946
      19.48000	     198.40469177
      19.52000	     196.66133089
      19.56000	     191.17706413
      19.60000	     191.84716803
      19.64000	     194.68288351
      19.68000	     185.97265583
      19.72000	     195.54801895
      19.76000	     188.95603139
      19.80000	     193.25751968
      19.84000	     187.79026721
      19.88000	     189.12370440
      19.92000	     188.86974315
      19.96000	     194.79557907
      20.00000	     191.88559579
      20.04000	     190.55955828
      20.08000	     193.74991585
      20.12000	     189.35006868
      20.16000	     196.68067680
      20.20000	     193.67785904
      20.24000	     190.60951971
      20.28000	     190.68879266
      20.32000	     184.36152058
      20.36000	     190.39946291
      20.40000	     191.15970219
      20.44000	     194.57966234
      20.48000	     195.13961535
      20.52000	     196.64127052
      20.56000	     197.59346453
      20.60000	     179.51298048
      20.64000	     195.73120833
      20.68000	     187.38598562
      20.72000	     183.09367958
      20.76000	     180.93539171
      20.80000	     191.15970219
      20.84000	     179.36678294
      20.88000	     189.72989655
      20.92000	     189.85388630
      20.96000	     187.18048492
      21.00000	     185.72693846
      21.04000	     178.21915051
      21.08000	     191.13837398
      21.12000	     181.33741376
      21.16000	     186.86570370
      21.20000	     184.48699199
      21.24000	     192.10646347
      21.28000	     184.87958677
      21.32000	     181.67668527
      21.36000	     177.92925769
      21.40000	     182.67475572
      21.44000	     189.66952133
      21.48000	     184.98382398
      21.52000	     187.27597363
      21.56000	     190.22176878
      21.60000	     186.63981202
      21.64000	     181.18083163
      21.68000	     180.75363253
      21.72000	     182.46509130
      21.76000	     181.13217681
      21.80000	     185.18269838
      21.84000	     189.77906118
      21.88000	     184.15291005
      21.92000	     182.43615406
      21.96000	     183.13000484
      22.00000	     174.41782341
      22.04000	     193.61253309
      22.08000	     180.93165700
      22.12000	     184.29960776
      22.16000	     181.07570791
      22.20000	     174.07422331
      22.24000	     193.70264897
      22.28000	     184.17764881
      22.32000	     179.08723281
      22.36000	     179.88607663
      22.40000	     183.26682521
      22.44000	     185.29965063
      22.48000	     173.02757963
      22.52000	     187.93406859
      22.56000	     180.69213821
      22.60000	     185.69278727
      22.64000	     191.44734190
      22.68000	     180.69942096
      22.72000	     190.53505684
      22.76000	     189.87852075
      22.80000	     188.02247131
      22.84000	     196.69488110
